State,Year,Quarter,Pincode,Transaction_count,Transaction_amount
punjab,2020,2,143001,122,23909.0
punjab,2020,2,144008,99,15954.0
punjab,2020,2,140301,67,11885.0
punjab,2020,2,141001,66,12585.0
punjab,2020,2,141008,65,10793.0
punjab,2020,2,141003,61,10348.0
punjab,2020,2,140603,52,10310.0
punjab,2020,2,141010,47,9317.0
punjab,2020,2,160104,44,7162.0
punjab,2020,2,140501,38,5579.0
punjab,2020,4,143001,123,81797.0
punjab,2020,4,141008,69,48316.0
punjab,2020,4,140603,67,53258.0
punjab,2020,4,144005,51,28200.0
punjab,2020,4,151005,49,41970.0
punjab,2020,4,141010,46,28298.0
punjab,2020,4,145001,44,60796.0
punjab,2020,4,141003,42,20814.0
punjab,2020,4,140301,41,29686.0
punjab,2020,4,140308,39,21359.0
punjab,2020,3,143001,136,35876.0
punjab,2020,3,141008,90,19081.0
punjab,2020,3,140603,69,20263.0
punjab,2020,3,140301,66,20065.0
punjab,2020,3,143422,55,10943.0
punjab,2020,3,147001,52,16109.0
punjab,2020,3,141003,46,12736.0
punjab,2020,3,141001,42,12569.0
punjab,2020,3,141010,41,8132.0
punjab,2020,3,151001,41,13101.0
punjab,2021,1,143001,212,90359.0
punjab,2021,1,141008,132,47671.0
punjab,2021,1,141003,96,29227.0
punjab,2021,1,160055,87,43636.0
punjab,2021,1,140603,74,55956.0
punjab,2021,1,151005,60,47191.0
punjab,2021,1,141007,57,16218.0
punjab,2021,1,147001,56,35180.0
punjab,2021,1,141010,55,16027.0
punjab,2021,1,151001,55,17597.0
punjab,2021,2,143001,266,228609.0
punjab,2021,2,141008,136,77033.0
punjab,2021,2,140603,107,130579.0
punjab,2021,2,145001,95,90397.0
punjab,2021,2,141003,86,62933.0
punjab,2021,2,151001,83,64141.0
punjab,2021,2,151005,81,92499.0
punjab,2021,2,141001,72,62977.0
punjab,2021,2,140301,63,57128.0
punjab,2021,2,141007,55,36304.0
punjab,2021,4,151501,512,194744.0
punjab,2021,4,143001,300,464854.0
punjab,2021,4,140603,194,223898.0
punjab,2021,4,140301,190,304498.0
punjab,2021,4,151005,155,165702.0
punjab,2021,4,145001,142,277681.0
punjab,2021,4,141008,131,146870.0
punjab,2021,4,147001,94,110103.0
punjab,2021,4,140308,93,119794.0
punjab,2021,4,141001,91,90421.0
punjab,2021,3,143001,238,172614.0
punjab,2021,3,148001,175,72332.0
punjab,2021,3,151501,157,57910.0
punjab,2021,3,141008,141,112886.0
punjab,2021,3,141001,130,119194.0
punjab,2021,3,140603,115,110933.0
punjab,2021,3,151001,108,55392.0
punjab,2021,3,145001,99,190421.0
punjab,2021,3,144001,81,68353.0
punjab,2021,3,140308,75,89301.0
punjab,2022,1,151501,630,257611.0
punjab,2022,1,143001,290,478639.0
punjab,2022,1,140603,209,305066.0
punjab,2022,1,151005,177,256015.0
punjab,2022,1,140301,171,309608.0
punjab,2022,1,141001,165,296119.0
punjab,2022,1,151001,155,131650.0
punjab,2022,1,141008,155,277049.0
punjab,2022,1,145001,147,282123.0
punjab,2022,1,148001,114,69407.0
punjab,2022,2,143001,447,708848.0
punjab,2022,2,140603,265,405702.0
punjab,2022,2,140301,261,441501.0
punjab,2022,2,145001,222,315954.0
punjab,2022,2,141008,195,225458.0
punjab,2022,2,151001,190,220126.0
punjab,2022,2,151005,184,234168.0
punjab,2022,2,141001,177,305847.0
punjab,2022,2,147001,170,270493.0
punjab,2022,2,144001,167,232088.0
punjab,2022,4,143001,623,946537.0
punjab,2022,4,140301,423,710305.0
punjab,2022,4,140603,362,523737.0
punjab,2022,4,145001,302,478736.0
punjab,2022,4,141008,273,364465.0
punjab,2022,4,141001,243,290924.0
punjab,2022,4,151005,236,403855.0
punjab,2022,4,148002,174,153960.0
punjab,2022,4,141003,173,229298.0
punjab,2022,4,140308,170,272493.0
punjab,2022,3,143001,657,990484.0
punjab,2022,3,140301,416,572343.0
punjab,2022,3,145001,405,538026.0
punjab,2022,3,140603,383,471123.0
punjab,2022,3,151005,268,360129.0
punjab,2022,3,141008,262,310483.0
punjab,2022,3,140308,248,258745.0
punjab,2022,3,147001,208,294279.0
punjab,2022,3,141001,173,174596.0
punjab,2022,3,141003,168,219833.0
punjab,2023,1,143001,576,1059132.0
punjab,2023,1,140301,362,825727.0
punjab,2023,1,140603,335,645991.0
punjab,2023,1,145001,312,574283.0
punjab,2023,1,141008,305,446979.0
punjab,2023,1,141001,180,293787.0
punjab,2023,1,140308,175,262954.0
punjab,2023,1,147001,165,316017.0
punjab,2023,1,141003,160,285884.0
punjab,2023,1,151005,158,308555.0
punjab,2023,2,143001,1098,1550651.0
punjab,2023,2,140301,467,795814.0
punjab,2023,2,140603,459,804204.0
punjab,2023,2,145001,360,538729.0
punjab,2023,2,141008,323,423619.0
punjab,2023,2,144003,268,155785.0
punjab,2023,2,140308,242,352493.0
punjab,2023,2,141001,226,441686.0
punjab,2023,2,147001,205,448816.0
punjab,2023,2,151005,189,255823.0
punjab,2023,4,143001,681,1299639.0
punjab,2023,4,140301,530,1108174.0
punjab,2023,4,140603,457,916636.0
punjab,2023,4,151005,376,542759.0
punjab,2023,4,145001,307,624525.0
punjab,2023,4,140308,292,583359.0
punjab,2023,4,141008,281,405929.0
punjab,2023,4,141001,243,402919.0
punjab,2023,4,151001,208,427553.0
punjab,2023,4,147001,190,390068.0
punjab,2023,3,143001,902,1230501.0
punjab,2023,3,140301,504,943175.0
punjab,2023,3,140603,480,744965.0
punjab,2023,3,145001,417,587319.0
punjab,2023,3,141008,326,344064.0
punjab,2023,3,144003,318,206491.0
punjab,2023,3,140308,302,483068.0
punjab,2023,3,151005,237,395322.0
punjab,2023,3,141001,220,268235.0
punjab,2023,3,147001,213,371782.0
uttarakhand,2020,2,248001,134,23867.0
uttarakhand,2020,2,249403,43,8196.0
uttarakhand,2020,2,263139,40,8164.0
uttarakhand,2020,2,248008,23,4247.0
uttarakhand,2020,2,247667,23,4343.0
uttarakhand,2020,2,248007,22,4524.0
uttarakhand,2020,2,248171,22,3993.0
uttarakhand,2020,2,263153,19,4406.0
uttarakhand,2020,2,244713,15,2921.0
uttarakhand,2020,2,263148,14,2828.0
uttarakhand,2020,4,248001,148,170094.0
uttarakhand,2020,4,263139,108,130138.0
uttarakhand,2020,4,263153,81,45411.0
uttarakhand,2020,4,249403,73,55803.0
uttarakhand,2020,4,244713,62,60697.0
uttarakhand,2020,4,247667,47,48473.0
uttarakhand,2020,4,248007,39,44893.0
uttarakhand,2020,4,249401,38,43913.0
uttarakhand,2020,4,248008,35,38722.0
uttarakhand,2020,4,248005,35,35781.0
uttarakhand,2020,3,248001,175,57961.0
uttarakhand,2020,3,263153,82,18342.0
uttarakhand,2020,3,244713,81,26328.0
uttarakhand,2020,3,249403,77,17764.0
uttarakhand,2020,3,263139,59,18713.0
uttarakhand,2020,3,247667,40,11561.0
uttarakhand,2020,3,248007,36,16453.0
uttarakhand,2020,3,249404,29,11056.0
uttarakhand,2020,3,248008,28,9085.0
uttarakhand,2020,3,263148,26,6101.0
uttarakhand,2021,1,248001,235,272729.0
uttarakhand,2021,1,263153,143,87942.0
uttarakhand,2021,1,249403,127,114681.0
uttarakhand,2021,1,263139,126,109427.0
uttarakhand,2021,1,249402,111,68446.0
uttarakhand,2021,1,244713,109,153794.0
uttarakhand,2021,1,248007,67,72679.0
uttarakhand,2021,1,263148,67,43293.0
uttarakhand,2021,1,247667,59,86895.0
uttarakhand,2021,1,249404,55,61745.0
uttarakhand,2021,2,248001,222,252535.0
uttarakhand,2021,2,263153,133,81466.0
uttarakhand,2021,2,263139,116,160087.0
uttarakhand,2021,2,249403,114,109413.0
uttarakhand,2021,2,244713,97,132433.0
uttarakhand,2021,2,247667,97,124991.0
uttarakhand,2021,2,248007,79,111376.0
uttarakhand,2021,2,248008,67,88956.0
uttarakhand,2021,2,246149,63,64184.0
uttarakhand,2021,2,244712,59,83294.0
uttarakhand,2021,4,248001,521,731215.0
uttarakhand,2021,4,263139,360,506724.0
uttarakhand,2021,4,247667,313,305729.0
uttarakhand,2021,4,263153,252,248523.0
uttarakhand,2021,4,244713,238,332068.0
uttarakhand,2021,4,249403,195,177771.0
uttarakhand,2021,4,244715,152,151915.0
uttarakhand,2021,4,248007,145,214693.0
uttarakhand,2021,4,246149,116,171124.0
uttarakhand,2021,4,247688,104,47615.0
uttarakhand,2021,3,247667,409,257998.0
uttarakhand,2021,3,248001,319,317646.0
uttarakhand,2021,3,263139,222,253823.0
uttarakhand,2021,3,249403,201,178179.0
uttarakhand,2021,3,263153,179,165993.0
uttarakhand,2021,3,244713,143,169789.0
uttarakhand,2021,3,247688,94,43151.0
uttarakhand,2021,3,248007,90,137923.0
uttarakhand,2021,3,249404,87,100914.0
uttarakhand,2021,3,246149,85,105605.0
uttarakhand,2022,1,248001,549,923054.0
uttarakhand,2022,1,263139,325,540173.0
uttarakhand,2022,1,263153,213,276437.0
uttarakhand,2022,1,249403,189,233768.0
uttarakhand,2022,1,247667,174,256112.0
uttarakhand,2022,1,244713,173,268328.0
uttarakhand,2022,1,248007,142,259774.0
uttarakhand,2022,1,246149,121,184847.0
uttarakhand,2022,1,248121,116,187159.0
uttarakhand,2022,1,248171,114,162247.0
uttarakhand,2022,2,248001,605,834941.0
uttarakhand,2022,2,263139,353,515094.0
uttarakhand,2022,2,263153,208,255531.0
uttarakhand,2022,2,244713,185,286117.0
uttarakhand,2022,2,247667,182,244767.0
uttarakhand,2022,2,249403,142,214494.0
uttarakhand,2022,2,248008,137,210878.0
uttarakhand,2022,2,248007,133,256663.0
uttarakhand,2022,2,246149,125,217512.0
uttarakhand,2022,2,248121,118,179634.0
uttarakhand,2022,4,248001,814,1328545.0
uttarakhand,2022,4,263139,593,869655.0
uttarakhand,2022,4,263153,404,476117.0
uttarakhand,2022,4,247667,295,477217.0
uttarakhand,2022,4,249403,282,353194.0
uttarakhand,2022,4,244713,277,416617.0
uttarakhand,2022,4,248007,244,390067.0
uttarakhand,2022,4,248008,215,329432.0
uttarakhand,2022,4,246149,202,280609.0
uttarakhand,2022,4,244715,182,211192.0
uttarakhand,2022,3,248001,615,830504.0
uttarakhand,2022,3,263139,461,578595.0
uttarakhand,2022,3,263153,309,369933.0
uttarakhand,2022,3,244713,243,342604.0
uttarakhand,2022,3,247667,229,328532.0
uttarakhand,2022,3,249403,226,271435.0
uttarakhand,2022,3,248007,184,318849.0
uttarakhand,2022,3,248008,159,235455.0
uttarakhand,2022,3,248171,149,203320.0
uttarakhand,2022,3,246149,147,198514.0
uttarakhand,2023,1,248001,741,1231807.0
uttarakhand,2023,1,263139,487,740030.0
uttarakhand,2023,1,263153,334,562809.0
uttarakhand,2023,1,249403,257,518105.0
uttarakhand,2023,1,248007,244,468042.0
uttarakhand,2023,1,247667,233,453941.0
uttarakhand,2023,1,244713,230,405294.0
uttarakhand,2023,1,246149,186,244688.0
uttarakhand,2023,1,248008,163,260050.0
uttarakhand,2023,1,248171,152,297409.0
uttarakhand,2023,2,248001,738,1212111.0
uttarakhand,2023,2,263139,498,819264.0
uttarakhand,2023,2,263153,418,548648.0
uttarakhand,2023,2,248007,286,474660.0
uttarakhand,2023,2,244713,253,467130.0
uttarakhand,2023,2,247667,227,380856.0
uttarakhand,2023,2,246149,184,293528.0
uttarakhand,2023,2,249403,179,338335.0
uttarakhand,2023,2,263148,176,306700.0
uttarakhand,2023,2,248171,168,321257.0
uttarakhand,2023,4,248001,933,1682051.0
uttarakhand,2023,4,263139,619,1043701.0
uttarakhand,2023,4,263153,451,706126.0
uttarakhand,2023,4,244713,370,727239.0
uttarakhand,2023,4,247667,351,686957.0
uttarakhand,2023,4,248007,314,595272.0
uttarakhand,2023,4,249403,286,417297.0
uttarakhand,2023,4,248171,225,457393.0
uttarakhand,2023,4,246149,219,324794.0
uttarakhand,2023,4,248008,211,395286.0
uttarakhand,2023,3,248001,764,1089443.0
uttarakhand,2023,3,263139,495,687855.0
uttarakhand,2023,3,263153,378,510338.0
uttarakhand,2023,3,248007,272,403811.0
uttarakhand,2023,3,244713,268,441427.0
uttarakhand,2023,3,247667,266,453804.0
uttarakhand,2023,3,249403,192,228881.0
uttarakhand,2023,3,246149,181,261935.0
uttarakhand,2023,3,248008,169,281738.0
uttarakhand,2023,3,263148,153,196426.0
kerala,2020,2,682042,23,4677.0
kerala,2020,2,682021,19,3925.0
kerala,2020,2,682036,18,3030.0
kerala,2020,2,682028,18,3507.0
kerala,2020,2,673016,15,3538.0
kerala,2020,2,682032,15,2958.0
kerala,2020,2,686692,14,2654.0
kerala,2020,2,670001,14,3158.0
kerala,2020,2,682041,13,2125.0
kerala,2020,2,695016,13,2608.0
kerala,2020,4,682020,60,33576.0
kerala,2020,4,682042,52,28110.0
kerala,2020,4,682024,50,29835.0
kerala,2020,4,682025,48,33186.0
kerala,2020,4,673508,46,51272.0
kerala,2020,4,682032,40,41614.0
kerala,2020,4,679322,33,22097.0
kerala,2020,4,682041,32,22463.0
kerala,2020,4,682035,30,22867.0
kerala,2020,4,695014,30,33773.0
kerala,2020,3,682024,85,26200.0
kerala,2020,3,682032,84,18243.0
kerala,2020,3,682020,80,22681.0
kerala,2020,3,682301,78,25224.0
kerala,2020,3,682025,77,21630.0
kerala,2020,3,682041,65,19549.0
kerala,2020,3,682042,63,19198.0
kerala,2020,3,695001,58,14047.0
kerala,2020,3,686673,58,22133.0
kerala,2020,3,695014,54,17667.0
kerala,2021,1,673508,81,79723.0
kerala,2021,1,695001,49,28194.0
kerala,2021,1,682024,48,18983.0
kerala,2021,1,686673,42,20734.0
kerala,2021,1,682020,41,29143.0
kerala,2021,1,682032,35,15217.0
kerala,2021,1,682025,34,25775.0
kerala,2021,1,682036,33,11933.0
kerala,2021,1,682042,33,20506.0
kerala,2021,1,682017,32,63265.0
kerala,2021,2,682025,75,41233.0
kerala,2021,2,695573,64,44824.0
kerala,2021,2,682032,63,41783.0
kerala,2021,2,682020,56,28720.0
kerala,2021,2,682042,56,34584.0
kerala,2021,2,695001,49,39920.0
kerala,2021,2,673010,47,31127.0
kerala,2021,2,695008,47,35390.0
kerala,2021,2,682507,44,38482.0
kerala,2021,2,682035,44,20402.0
kerala,2021,4,695001,147,206230.0
kerala,2021,4,682024,133,122019.0
kerala,2021,4,682020,128,189239.0
kerala,2021,4,682042,110,182125.0
kerala,2021,4,682025,100,120378.0
kerala,2021,4,682301,93,105284.0
kerala,2021,4,682507,89,137833.0
kerala,2021,4,682032,88,93266.0
kerala,2021,4,695014,88,96834.0
kerala,2021,4,673638,84,99037.0
kerala,2021,3,682042,89,61579.0
kerala,2021,3,695001,77,45297.0
kerala,2021,3,682024,76,108205.0
kerala,2021,3,682025,71,56068.0
kerala,2021,3,673508,63,63854.0
kerala,2021,3,682032,61,64742.0
kerala,2021,3,682301,59,65053.0
kerala,2021,3,682020,57,40120.0
kerala,2021,3,682507,53,49636.0
kerala,2021,3,673032,52,37518.0
kerala,2022,1,682042,233,334805.0
kerala,2022,1,682024,231,367375.0
kerala,2022,1,682020,223,281112.0
kerala,2022,1,682032,219,285022.0
kerala,2022,1,695008,210,271068.0
kerala,2022,1,673638,208,253604.0
kerala,2022,1,673032,207,272231.0
kerala,2022,1,695001,202,256241.0
kerala,2022,1,682025,193,254003.0
kerala,2022,1,695014,177,254676.0
kerala,2022,2,682042,233,282204.0
kerala,2022,2,695001,222,285574.0
kerala,2022,2,682032,221,251715.0
kerala,2022,2,682024,209,294976.0
kerala,2022,2,673032,193,195304.0
kerala,2022,2,682025,188,211150.0
kerala,2022,2,682020,183,295481.0
kerala,2022,2,673638,157,252702.0
kerala,2022,2,695014,157,242121.0
kerala,2022,2,682507,154,217414.0
kerala,2022,4,682042,447,617334.0
kerala,2022,4,695001,432,528333.0
kerala,2022,4,682024,385,578259.0
kerala,2022,4,682025,375,495748.0
kerala,2022,4,682032,339,494462.0
kerala,2022,4,673032,338,444592.0
kerala,2022,4,682020,297,433136.0
kerala,2022,4,682035,295,391825.0
kerala,2022,4,673004,269,345791.0
kerala,2022,4,673016,262,358888.0
kerala,2022,3,695001,410,492523.0
kerala,2022,3,682042,346,473438.0
kerala,2022,3,682025,314,424692.0
kerala,2022,3,673032,301,356768.0
kerala,2022,3,682020,287,356772.0
kerala,2022,3,682024,266,403226.0
kerala,2022,3,676123,265,351215.0
kerala,2022,3,682032,262,353599.0
kerala,2022,3,673592,230,372365.0
kerala,2022,3,695014,229,306934.0
kerala,2023,1,682042,475,678883.0
kerala,2023,1,682024,455,770427.0
kerala,2023,1,695001,390,496587.0
kerala,2023,1,682025,365,502748.0
kerala,2023,1,673032,360,433069.0
kerala,2023,1,682032,330,480633.0
kerala,2023,1,682020,324,404398.0
kerala,2023,1,673008,324,510154.0
kerala,2023,1,673016,293,451641.0
kerala,2023,1,695014,289,433851.0
kerala,2023,2,682042,474,632011.0
kerala,2023,2,682024,432,626497.0
kerala,2023,2,695001,357,499471.0
kerala,2023,2,682025,352,482026.0
kerala,2023,2,673032,327,386815.0
kerala,2023,2,682032,309,407445.0
kerala,2023,2,682020,293,372993.0
kerala,2023,2,682301,286,388465.0
kerala,2023,2,673008,278,398034.0
kerala,2023,2,695014,272,387218.0
kerala,2023,4,682042,564,836164.0
kerala,2023,4,682024,491,726335.0
kerala,2023,4,695001,475,657703.0
kerala,2023,4,682025,440,631119.0
kerala,2023,4,673032,396,560271.0
kerala,2023,4,682507,373,493834.0
kerala,2023,4,682020,356,512087.0
kerala,2023,4,682032,356,501942.0
kerala,2023,4,673004,326,387589.0
kerala,2023,4,682035,324,486127.0
kerala,2023,3,682042,563,741388.0
kerala,2023,3,682024,487,709625.0
kerala,2023,3,695001,426,587155.0
kerala,2023,3,682020,416,548647.0
kerala,2023,3,673032,374,434950.0
kerala,2023,3,682025,357,539363.0
kerala,2023,3,682032,340,522245.0
kerala,2023,3,682301,319,617524.0
kerala,2023,3,695014,301,465745.0
kerala,2023,3,673016,296,439379.0
puducherry,2020,2,605013,25,3845.0
puducherry,2020,2,533464,12,2687.0
puducherry,2020,2,605004,10,2018.0
puducherry,2020,2,605012,10,2001.0
puducherry,2020,2,605107,9,1869.0
puducherry,2020,2,605006,7,1139.0
puducherry,2020,2,605010,7,1269.0
puducherry,2020,2,605009,7,1444.0
puducherry,2020,2,605110,6,1510.0
puducherry,2020,2,605008,5,1037.0
puducherry,2020,4,605110,35,42490.0
puducherry,2020,4,605001,22,9452.0
puducherry,2020,4,605008,20,16367.0
puducherry,2020,4,605004,16,9285.0
puducherry,2020,4,605007,15,12698.0
puducherry,2020,4,609602,13,9812.0
puducherry,2020,4,605009,12,13308.0
puducherry,2020,4,605010,11,8563.0
puducherry,2020,4,605502,10,5826.0
puducherry,2020,4,607402,10,6812.0
puducherry,2020,3,605004,26,6761.0
puducherry,2020,3,533464,25,6919.0
puducherry,2020,3,605007,20,3515.0
puducherry,2020,3,605008,18,6236.0
puducherry,2020,3,605110,17,4720.0
puducherry,2020,3,605013,13,3405.0
puducherry,2020,3,605010,13,3400.0
puducherry,2020,3,605009,8,2040.0
puducherry,2020,3,605107,6,1511.0
puducherry,2020,3,673333,6,2495.0
puducherry,2021,1,605110,35,36039.0
puducherry,2021,1,605008,32,26545.0
puducherry,2021,1,609602,30,32794.0
puducherry,2021,1,605013,28,23138.0
puducherry,2021,1,605009,28,24756.0
puducherry,2021,1,605004,24,21925.0
puducherry,2021,1,605107,22,15446.0
puducherry,2021,1,609605,21,27475.0
puducherry,2021,1,605001,17,8305.0
puducherry,2021,1,605002,15,6531.0
puducherry,2021,2,605110,51,51808.0
puducherry,2021,2,605009,49,30103.0
puducherry,2021,2,605107,44,58548.0
puducherry,2021,2,605004,39,36832.0
puducherry,2021,2,605012,38,18088.0
puducherry,2021,2,605008,36,57929.0
puducherry,2021,2,605013,35,23436.0
puducherry,2021,2,605011,30,21954.0
puducherry,2021,2,533464,21,10606.0
puducherry,2021,2,605014,21,20694.0
puducherry,2021,4,605004,99,88881.0
puducherry,2021,4,605110,85,115489.0
puducherry,2021,4,605008,70,84065.0
puducherry,2021,4,605001,63,67663.0
puducherry,2021,4,605107,52,69467.0
puducherry,2021,4,605009,51,63088.0
puducherry,2021,4,605013,35,38864.0
puducherry,2021,4,605011,31,28219.0
puducherry,2021,4,605012,30,26162.0
puducherry,2021,4,605010,30,23780.0
puducherry,2021,3,605110,88,82245.0
puducherry,2021,3,605008,50,40599.0
puducherry,2021,3,605001,44,40809.0
puducherry,2021,3,605004,42,50004.0
puducherry,2021,3,605011,36,24615.0
puducherry,2021,3,605107,31,33955.0
puducherry,2021,3,605013,28,14402.0
puducherry,2021,3,605009,27,25538.0
puducherry,2021,3,605007,27,23122.0
puducherry,2021,3,605010,26,33431.0
puducherry,2022,1,605110,154,245314.0
puducherry,2022,1,605004,139,159538.0
puducherry,2022,1,605008,125,184389.0
puducherry,2022,1,605009,86,112704.0
puducherry,2022,1,605107,68,116251.0
puducherry,2022,1,605001,65,89168.0
puducherry,2022,1,605011,61,77242.0
puducherry,2022,1,605007,56,89895.0
puducherry,2022,1,605013,50,54205.0
puducherry,2022,1,609602,49,74226.0
puducherry,2022,2,605004,111,118089.0
puducherry,2022,2,605110,107,123595.0
puducherry,2022,2,605008,96,134849.0
puducherry,2022,2,605009,83,154958.0
puducherry,2022,2,605013,71,72608.0
puducherry,2022,2,605002,70,117695.0
puducherry,2022,2,605107,62,89533.0
puducherry,2022,2,605011,60,62367.0
puducherry,2022,2,605001,51,73363.0
puducherry,2022,2,605007,49,78356.0
puducherry,2022,4,605110,274,341666.0
puducherry,2022,4,605008,205,219244.0
puducherry,2022,4,605004,184,203802.0
puducherry,2022,4,605009,158,170559.0
puducherry,2022,4,605010,143,150285.0
puducherry,2022,4,609602,133,154944.0
puducherry,2022,4,605107,128,199743.0
puducherry,2022,4,605001,123,107368.0
puducherry,2022,4,605011,122,120069.0
puducherry,2022,4,605007,109,127663.0
puducherry,2022,3,605004,151,202621.0
puducherry,2022,3,605110,151,166796.0
puducherry,2022,3,605008,140,195554.0
puducherry,2022,3,605009,128,166996.0
puducherry,2022,3,605001,117,159472.0
puducherry,2022,3,605011,95,82802.0
puducherry,2022,3,609602,81,98734.0
puducherry,2022,3,605107,81,137613.0
puducherry,2022,3,605013,71,65945.0
puducherry,2022,3,605010,70,79289.0
puducherry,2023,1,605110,257,370449.0
puducherry,2023,1,605004,181,214505.0
puducherry,2023,1,605008,140,197149.0
puducherry,2023,1,605107,128,180433.0
puducherry,2023,1,605001,122,138236.0
puducherry,2023,1,605009,120,163173.0
puducherry,2023,1,605013,111,133377.0
puducherry,2023,1,605010,104,155899.0
puducherry,2023,1,605011,103,119165.0
puducherry,2023,1,605007,100,150714.0
puducherry,2023,2,605110,205,261091.0
puducherry,2023,2,605008,174,265923.0
puducherry,2023,2,605004,163,232219.0
puducherry,2023,2,605009,102,180860.0
puducherry,2023,2,609602,102,105787.0
puducherry,2023,2,605107,98,170490.0
puducherry,2023,2,605001,93,120504.0
puducherry,2023,2,605011,91,97919.0
puducherry,2023,2,605013,90,94929.0
puducherry,2023,2,605010,89,163818.0
puducherry,2023,4,605110,298,445364.0
puducherry,2023,4,605004,218,308789.0
puducherry,2023,4,605008,208,337675.0
puducherry,2023,4,605009,168,244892.0
puducherry,2023,4,605107,160,229856.0
puducherry,2023,4,605011,148,204477.0
puducherry,2023,4,605007,137,184571.0
puducherry,2023,4,605013,130,166850.0
puducherry,2023,4,605001,118,118016.0
puducherry,2023,4,609602,116,163177.0
puducherry,2023,3,605110,242,298911.0
puducherry,2023,3,605008,191,222480.0
puducherry,2023,3,605004,179,217009.0
puducherry,2023,3,605009,149,250547.0
puducherry,2023,3,605001,139,112770.0
puducherry,2023,3,605107,137,230682.0
puducherry,2023,3,605013,134,127319.0
puducherry,2023,3,605011,121,135760.0
puducherry,2023,3,609602,115,148702.0
puducherry,2023,3,605007,111,155918.0
himachal-pradesh,2020,2,175141,63,7664.0
himachal-pradesh,2020,2,173205,53,10096.0
himachal-pradesh,2020,2,175001,34,5929.0
himachal-pradesh,2020,2,171216,22,3492.0
himachal-pradesh,2020,2,174101,16,3927.0
himachal-pradesh,2020,2,173213,9,1386.0
himachal-pradesh,2020,2,173025,8,1512.0
himachal-pradesh,2020,2,171219,8,1416.0
himachal-pradesh,2020,2,176047,7,1674.0
himachal-pradesh,2020,2,177040,6,1217.0
himachal-pradesh,2020,4,173205,79,40346.0
himachal-pradesh,2020,4,174101,40,22180.0
himachal-pradesh,2020,4,173025,18,10577.0
himachal-pradesh,2020,4,176061,17,23719.0
himachal-pradesh,2020,4,173030,14,11197.0
himachal-pradesh,2020,4,171010,9,4613.0
himachal-pradesh,2020,4,171001,8,11100.0
himachal-pradesh,2020,4,174103,8,6154.0
himachal-pradesh,2020,4,174303,7,4018.0
himachal-pradesh,2020,4,172001,7,11771.0
himachal-pradesh,2020,3,173205,55,13283.0
himachal-pradesh,2020,3,174101,21,8918.0
himachal-pradesh,2020,3,173025,17,5860.0
himachal-pradesh,2020,3,173212,13,2869.0
himachal-pradesh,2020,3,173220,12,3461.0
himachal-pradesh,2020,3,171001,11,2471.0
himachal-pradesh,2020,3,175001,10,3853.0
himachal-pradesh,2020,3,175140,9,1719.0
himachal-pradesh,2020,3,176061,9,2587.0
himachal-pradesh,2020,3,171202,8,4065.0
himachal-pradesh,2021,1,173205,127,52084.0
himachal-pradesh,2021,1,174101,44,18385.0
himachal-pradesh,2021,1,173025,30,23680.0
himachal-pradesh,2021,1,176061,29,14967.0
himachal-pradesh,2021,1,171001,20,30386.0
himachal-pradesh,2021,1,173030,19,10086.0
himachal-pradesh,2021,1,177001,19,26067.0
himachal-pradesh,2021,1,175131,17,10538.0
himachal-pradesh,2021,1,174001,16,14355.0
himachal-pradesh,2021,1,173212,15,20803.0
himachal-pradesh,2021,2,173205,118,81179.0
himachal-pradesh,2021,2,174101,56,40364.0
himachal-pradesh,2021,2,173025,33,39196.0
himachal-pradesh,2021,2,173030,22,17002.0
himachal-pradesh,2021,2,176061,21,17775.0
himachal-pradesh,2021,2,173001,20,23973.0
himachal-pradesh,2021,2,176310,16,15374.0
himachal-pradesh,2021,2,173212,16,14258.0
himachal-pradesh,2021,2,177001,13,15476.0
himachal-pradesh,2021,2,174001,13,5913.0
himachal-pradesh,2021,4,173205,222,214385.0
himachal-pradesh,2021,4,174101,112,148548.0
himachal-pradesh,2021,4,173025,73,131035.0
himachal-pradesh,2021,4,173212,41,61373.0
himachal-pradesh,2021,4,177203,39,26688.0
himachal-pradesh,2021,4,177001,36,59995.0
himachal-pradesh,2021,4,176061,36,54939.0
himachal-pradesh,2021,4,176001,34,56416.0
himachal-pradesh,2021,4,173030,34,43760.0
himachal-pradesh,2021,4,173001,30,55686.0
himachal-pradesh,2021,3,173205,163,139002.0
himachal-pradesh,2021,3,175131,122,70902.0
himachal-pradesh,2021,3,174101,96,97685.0
himachal-pradesh,2021,3,173025,59,56478.0
himachal-pradesh,2021,3,176310,37,43073.0
himachal-pradesh,2021,3,174001,30,21021.0
himachal-pradesh,2021,3,176061,27,48970.0
himachal-pradesh,2021,3,173212,26,21954.0
himachal-pradesh,2021,3,174103,25,35232.0
himachal-pradesh,2021,3,177001,25,36334.0
himachal-pradesh,2022,1,173205,237,291025.0
himachal-pradesh,2022,1,173025,105,187513.0
himachal-pradesh,2022,1,174101,101,177982.0
himachal-pradesh,2022,1,177001,49,76570.0
himachal-pradesh,2022,1,176001,42,75074.0
himachal-pradesh,2022,1,176310,41,70958.0
himachal-pradesh,2022,1,173001,41,91955.0
himachal-pradesh,2022,1,173030,40,60819.0
himachal-pradesh,2022,1,176081,36,42538.0
himachal-pradesh,2022,1,176061,36,80375.0
himachal-pradesh,2022,2,173205,230,305655.0
